name,year,selling_price,fuel,km_driven,seller_type,transmission,owner,seats,engine_value,max_power_value,mileage_value
Hyundai Verna 1.6 CRDi S,2017,800000,Diesel,15000,Individual,Manual,First Owner,5,1582,126.20,23.90
Hyundai Verna 1.6 CRDi SX,2017,800000,Diesel,45500,Individual,Manual,Second Owner,5,1582,126.20,23.90
Mahindra Bolero 2011-2019 EX AC,2017,760000,Diesel,90000,Individual,Manual,Second Owner,7,2523,62.10,15.96
Maruti Ertiga ZDI Plus,2017,825000,Diesel,79000,Dealer,Manual,First Owner,7,1248,88.50,25.47
Maruti Vitara Brezza ZDi Plus,2017,830000,Diesel,35000,Individual,Manual,First Owner,5,1248,88.50,24.30
Renault Duster 85PS Diesel RxS,2017,819999,Diesel,50000,Individual,Manual,First Owner,5,1461,83.80,19.87
Mahindra Thar CRDe,2017,775000,Diesel,35000,Individual,Manual,First Owner,6,2498,105.00,16.55
Tata Nexon 1.5 Revotorq XZ Plus,2017,830000,Diesel,35000,Individual,Manual,First Owner,5,1497,108.50,21.50
Mahindra Thar CRDe,2017,780000,Diesel,35000,Individual,Manual,First Owner,6,2498,105.00,16.55
Maruti Ciaz RS ZDi Plus SHVS,2017,844999,Diesel,70000,Dealer,Manual,First Owner,5,1248,88.50,28.09
Maruti Ertiga SHVS VDI,2017,849000,Diesel,44600,Dealer,Manual,First Owner,7,1248,88.50,24.52
Tata Safari Storme EX,2017,800000,Diesel,60000,Individual,Manual,First Owner,7,2179,147.94,14.10
Maruti Vitara Brezza ZDi Plus,2017,850000,Diesel,53619,Trustmark Dealer,Manual,First Owner,5,1248,88.50,24.30
Maruti Ertiga SHVS ZDI Plus,2017,850000,Diesel,40000,Individual,Manual,First Owner,7,1248,88.50,24.52
Maruti Ertiga SHVS ZDI Plus,2017,850000,Diesel,43000,Individual,Manual,First Owner,7,1248,88.50,24.52
Honda BR-V i-VTEC VX MT,2017,840000,Petrol,30646,Dealer,Manual,First Owner,7,1497,117.30,15.40
Maruti Ciaz 1.4 Alpha,2017,850000,Petrol,27000,Individual,Manual,First Owner,5,1373,91.10,20.73
Hyundai i20 1.4 Asta Option,2017,850000,Diesel,63186,Individual,Manual,First Owner,5,1396,88.73,22.54
Hyundai i20 1.4 Asta Option,2017,850000,Diesel,54000,Individual,Manual,First Owner,5,1396,88.73,22.54
Maruti Ciaz ZDi Plus SHVS,2017,860000,Diesel,80000,Individual,Manual,First Owner,5,1248,88.50,28.09
Maruti Vitara Brezza ZDi,2017,861000,Diesel,61260,Dealer,Manual,First Owner,5,1248,88.50,24.30
Renault Duster 110PS Diesel RxL AMT,2017,850000,Diesel,50000,Individual,Automatic,First Owner,5,1461,108.45,19.60
Nissan Terrano XV D Premium AMT,2017,850000,Diesel,55000,Individual,Automatic,First Owner,5,1461,108.50,19.61
Ford Ecosport 1.5 DV5 MT Titanium,2017,850000,Diesel,63982,Dealer,Manual,First Owner,5,1498,89.84,22.70
Ford EcoSport 1.5 TDCi Platinum Edition BSIV,2017,850000,Diesel,60000,Individual,Manual,First Owner,5,1498,98.59,22.77
Ford EcoSport 1.5 Diesel Titanium Plus BSIV,2017,850000,Diesel,76139,Individual,Manual,First Owner,5,1498,98.96,23.00
Mahindra Bolero 2011-2019 ZLX,2017,800000,Diesel,35000,Individual,Manual,First Owner,7,2523,62.10,15.96
Honda City i-DTEC VX,2017,850000,Diesel,103000,Dealer,Manual,First Owner,5,1498,97.90,25.60
Skoda Rapid 1.5 TDI AT Style BSIV,2017,850000,Diesel,35000,Individual,Automatic,Second Owner,5,1498,108.60,21.72
Honda BRV i-VTEC V CVT,2017,850000,Petrol,30000,Dealer,Automatic,First Owner,7,1497,117.30,15.40
Honda City i-VTEC VX,2017,850000,Petrol,40000,Individual,Manual,First Owner,5,1497,117.60,17.40
Honda City i VTEC V,2017,850000,Petrol,11688,Trustmark Dealer,Manual,First Owner,5,1497,117.30,17.80
Mahindra Thar CRDe,2017,800000,Diesel,60000,Individual,Manual,Second Owner,6,2498,105.00,16.55
Hyundai Verna CRDi 1.6 SX Option,2017,850000,Diesel,35000,Individual,Manual,Third Owner,5,1582,126.20,22.00
Hyundai Verna 1.6 CRDi S,2017,850000,Diesel,35000,Individual,Manual,First Owner,5,1582,126.20,23.90
Maruti Vitara Brezza ZDi Plus,2017,869999,Diesel,40000,Individual,Manual,First Owner,5,1248,88.50,24.30
Maruti Vitara Brezza ZDi Plus,2017,869999,Diesel,60000,Individual,Manual,First Owner,5,1248,88.50,24.30
Skoda Rapid 1.5 TDI AT Style Plus,2017,860000,Diesel,31000,Dealer,Automatic,First Owner,5,1498,103.52,21.66
Honda City i VTEC V,2017,860000,Petrol,28000,Individual,Manual,First Owner,5,1497,117.30,17.80
Maruti Swift Dzire AMT ZDI Plus,2017,875000,Diesel,30000,Dealer,Automatic,First Owner,5,1248,74.02,28.40
Hyundai Verna CRDi 1.6 EX,2017,860000,Diesel,40000,Individual,Manual,Second Owner,5,1582,126.20,22.00
Maruti Vitara Brezza ZDi Plus,2017,880000,Diesel,25000,Individual,Manual,First Owner,5,1248,88.50,24.30
Tata Nexon 1.5 Revotorq XZ Plus,2017,869999,Diesel,70000,Individual,Manual,First Owner,5,1497,108.50,21.50
Hyundai Verna VTVT 1.6 SX,2017,866000,Petrol,37800,Individual,Manual,First Owner,5,1591,121.30,17.00
Ford Ecosport 1.5 DV5 MT Titanium Optional,2017,875000,Diesel,77524,Dealer,Manual,First Owner,5,1498,89.84,22.70
Honda City V AT,2017,875000,Petrol,18000,Dealer,Automatic,First Owner,5,1497,116.30,15.60
Renault Duster 110PS Diesel RxZ,2017,880000,Diesel,50000,Individual,Manual,First Owner,5,1461,108.45,19.60
Renault Lodgy World Edition 110PS,2017,880000,Diesel,65000,Individual,Manual,First Owner,8,1461,108.50,19.98
Ford EcoSport 1.5 Diesel Titanium Plus BSIV,2017,880000,Diesel,33000,Individual,Manual,First Owner,5,1498,98.96,23.00
Hyundai Creta 1.6 VTVT E Plus,2017,875000,Petrol,42000,Individual,Manual,First Owner,5,1591,121.30,15.29
Honda WR-V i-DTEC VX,2017,885000,Diesel,39000,Dealer,Manual,First Owner,5,1498,98.60,25.50
Maruti Swift Dzire ZDI Plus,2017,900000,Diesel,50000,Individual,Manual,First Owner,5,1248,74.02,28.40
Tata Safari Storme EX,2017,850000,Diesel,100000,Individual,Manual,First Owner,7,2179,147.94,14.10
Tata Safari Storme EX,2017,850000,Diesel,162000,Individual,Manual,First Owner,7,2179,147.94,14.10
Tata Hexa XE,2017,850000,Diesel,50000,Individual,Manual,First Owner,7,2179,147.94,17.60
Maruti Ciaz ZDi Plus SHVS,2017,900000,Diesel,65000,Individual,Manual,First Owner,5,1248,88.50,28.09
Ford EcoSport 1.5 Petrol Titanium BSIV,2017,889000,Petrol,25000,Individual,Manual,First Owner,5,1497,121.31,17.00
Honda City i VTEC VX,2017,890000,Petrol,18300,Individual,Manual,First Owner,5,1497,117.30,17.80
Honda City i VTEC V,2017,894999,Petrol,35000,Individual,Manual,First Owner,5,1497,117.30,17.80
Renault Captur 1.5 Diesel RXT,2017,900000,Diesel,50000,Individual,Manual,First Owner,5,1461,108.45,20.37
Ford EcoSport 1.5 TDCi Titanium BSIV,2017,900000,Diesel,60000,Individual,Manual,First Owner,5,1498,98.59,22.77
Ford EcoSport 1.5 Diesel Titanium Plus BSIV,2017,900000,Diesel,35000,Individual,Manual,First Owner,5,1498,98.96,23.00
Honda WR-V i-DTEC VX,2017,900000,Diesel,40000,Individual,Manual,First Owner,5,1498,98.60,25.50
Skoda Rapid Monte Carlo 1.5 TDI AT BSIV,2017,900000,Diesel,40000,Individual,Automatic,First Owner,5,1498,108.60,21.66
Volkswagen Vento 1.5 TDI Highline,2017,900000,Diesel,74000,Individual,Manual,First Owner,5,1498,108.60,22.27
Mahindra Scorpio S2 7 Seater,2017,850000,Diesel,110000,Individual,Manual,First Owner,7,2523,75.00,15.40
Hyundai Verna VTVT 1.6 SX,2017,900000,Petrol,20000,Individual,Manual,First Owner,5,1591,121.30,17.00
Maruti Vitara Brezza ZDi Plus Dual Tone,2017,925000,Diesel,50000,Individual,Manual,First Owner,5,1248,88.50,24.30
Mahindra Scorpio Intelli Hybrid S6 Plus,2017,880000,Diesel,46000,Individual,Manual,First Owner,7,2179,120.00,15.40
Tata Nexon 1.5 Revotorq XZ Plus,2017,919999,Diesel,26766,Dealer,Manual,First Owner,5,1497,108.50,21.50
Honda City i-DTEC ZX,2017,925000,Diesel,69000,Dealer,Manual,First Owner,5,1498,97.90,25.60
Honda City V AT,2017,925000,Petrol,18000,Dealer,Automatic,First Owner,5,1497,116.30,15.60
Mahindra Scorpio Intelli Hybrid S6 Plus,2017,891000,Diesel,80000,Individual,Manual,First Owner,7,2179,120.00,15.40
Maruti Ertiga SHVS ZDI Plus,2017,940000,Diesel,120000,Individual,Manual,First Owner,7,1248,88.50,24.52
Ford EcoSport 1.5 TDCi Titanium BSIV,2017,934000,Diesel,101000,Individual,Manual,First Owner,5,1498,98.59,22.77
Honda BRV i-DTEC V MT,2017,940000,Diesel,57900,Dealer,Manual,First Owner,7,1498,98.60,21.90
Hyundai Creta 1.4 CRDi Base,2017,950000,Diesel,45000,Individual,Manual,First Owner,5,1396,88.70,21.38
Honda BR-V i-DTEC VX MT,2017,950000,Diesel,24000,Dealer,Manual,First Owner,7,1498,98.60,21.90
Honda WR-V i-DTEC VX,2017,950000,Diesel,50000,Individual,Manual,First Owner,5,1498,98.60,25.50
Honda BRV i-VTEC V CVT,2017,950000,Petrol,15000,Individual,Automatic,First Owner,7,1497,117.30,15.40
Honda City i-VTEC VX,2017,950000,Petrol,35000,Individual,Manual,First Owner,5,1497,117.60,17.40
Hyundai Creta 1.4 CRDi Base,2017,957000,Diesel,60000,Individual,Manual,First Owner,5,1396,88.70,21.38
Hyundai Verna VTVT 1.6 SX,2017,950000,Petrol,20000,Individual,Manual,First Owner,5,1591,121.30,17.00
Ford EcoSport 1.5 Diesel Titanium Plus BSIV,2017,960000,Diesel,42000,Dealer,Manual,First Owner,5,1498,98.96,23.00
Honda City i-DTEC VX,2017,975000,Diesel,82000,Individual,Manual,First Owner,5,1498,97.90,25.60
Hyundai Creta 1.6 CRDi SX,2017,975000,Diesel,48698,Dealer,Manual,First Owner,5,1582,126.20,19.67
Hyundai Creta 1.6 SX Diesel,2017,975000,Diesel,41000,Dealer,Manual,First Owner,5,1582,126.20,20.50
Mahindra Scorpio S4 Plus,2017,950000,Diesel,52236,Dealer,Manual,First Owner,7,2179,120.00,15.40
Mahindra Scorpio S4 Plus 4WD,2017,950000,Diesel,54470,Dealer,Manual,First Owner,7,2179,120.00,15.40
Mahindra Scorpio S4 7 Seater,2017,950000,Diesel,61379,Dealer,Manual,First Owner,7,2179,120.00,15.40
Hyundai Verna VTVT 1.6 AT SX Option,2017,990000,Petrol,20000,Individual,Automatic,First Owner,5,1591,121.30,17.00
Hyundai Creta 1.6 CRDi AT SX Plus,2017,1000000,Diesel,60000,Individual,Automatic,Second Owner,5,1582,126.20,17.01
Hyundai Verna 1.6 VTVT AT SX,2017,1000000,Petrol,15000,Individual,Automatic,First Owner,5,1591,121.30,17.01
Tata Hexa XE,2017,969999,Diesel,26500,Dealer,Manual,First Owner,7,2179,147.94,17.60
Tata Hexa XE,2017,980000,Diesel,53000,Individual,Manual,First Owner,7,2179,147.94,17.60
Honda City i-VTEC CVT ZX,2017,1025000,Petrol,68140,Dealer,Automatic,First Owner,5,1497,117.60,18.00
Honda City i-DTEC ZX,2017,1050000,Diesel,50000,Individual,Manual,First Owner,5,1498,97.90,25.60
Hyundai Creta 1.6 CRDi SX,2017,1050000,Diesel,60000,Individual,Manual,First Owner,5,1582,126.20,19.67
Hyundai Verna 1.6 SX CRDi (O),2017,1050000,Diesel,70000,Dealer,Manual,First Owner,5,1582,126.32,22.32
Mahindra Scorpio Intelli Hybrid S10 4WD,2017,1050000,Diesel,90000,Individual,Manual,First Owner,7,2179,120.00,15.40
Mahindra XUV500 AT W6 2WD,2017,1050000,Diesel,46000,Individual,Automatic,First Owner,7,2179,140.00,16.00
Hyundai Creta 1.4 CRDi S,2017,1100000,Diesel,40000,Individual,Manual,First Owner,5,1396,88.70,21.38
Honda City i VTEC CVT VX,2017,1100000,Petrol,26000,Individual,Automatic,First Owner,5,1497,117.30,18.00
Honda City i-VTEC CVT ZX,2017,1100000,Petrol,20000,Individual,Automatic,First Owner,5,1497,117.60,18.00
Hyundai Creta 1.6 CRDi AT SX Plus,2017,1100000,Diesel,67000,Individual,Automatic,First Owner,5,1582,126.20,17.01
Hyundai Creta 1.6 CRDi SX Plus Dual Tone,2017,1100000,Diesel,37000,Individual,Manual,First Owner,5,1582,126.20,19.67
Hyundai Creta 1.6 CRDi SX Option,2017,1110000,Diesel,186000,Individual,Manual,First Owner,5,1582,126.20,19.67
Hyundai Creta 1.4 CRDi S Plus,2017,1125000,Diesel,105000,Individual,Manual,First Owner,5,1396,88.70,21.38
Hyundai Creta 1.6 CRDi SX,2017,1125000,Diesel,47000,Individual,Manual,Second Owner,5,1582,126.20,19.67
Mahindra Scorpio Intelli Hybrid S6 Plus,2017,1100000,Diesel,45000,Individual,Manual,First Owner,7,2179,120.00,15.40
Mahindra XUV500 W10 2WD,2017,1100000,Diesel,88754,Dealer,Manual,First Owner,7,2179,140.00,16.00
Tata Safari Storme EX,2017,1100000,Diesel,20000,Individual,Manual,First Owner,7,2179,147.94,14.10
Hyundai Creta 1.6 CRDi AT S Plus,2017,1143000,Diesel,51000,Individual,Automatic,First Owner,5,1582,126.20,17.01
Honda City i-VTEC CVT VX,2017,1150000,Petrol,6825,Individual,Automatic,First Owner,5,1497,117.60,18.00
Hyundai Creta 1.6 CRDi SX,2017,1150000,Diesel,63309,Dealer,Manual,First Owner,5,1582,126.20,19.67
Hyundai Creta 1.6 CRDi SX Plus,2017,1150000,Diesel,27000,Individual,Manual,Second Owner,5,1582,126.20,19.67
Mahindra XUV500 W10 2WD,2017,1150000,Diesel,42000,Individual,Manual,Second Owner,7,2179,140.00,16.00
Mahindra XUV500 W6 2WD,2017,1150000,Diesel,43526,Dealer,Manual,First Owner,7,2179,140.00,16.00
Hyundai Creta 1.6 CRDi SX Plus,2017,1200000,Diesel,25000,Individual,Manual,First Owner,5,1582,126.20,19.67
Tata Hexa XM,2017,1200000,Diesel,30000,Individual,Manual,First Owner,7,2179,153.86,17.60
Tata Hexa XT,2017,1200000,Diesel,150000,Individual,Manual,First Owner,7,2179,153.86,17.60
Honda City i-DTEC VX,2017,1250000,Diesel,33000,Individual,Manual,First Owner,5,1498,97.90,25.60
Hyundai Creta 1.6 CRDi SX Option,2017,1250000,Diesel,90000,Individual,Manual,First Owner,5,1582,126.20,19.67
Mahindra Scorpio 1.99 S10,2017,1250000,Diesel,95000,Individual,Manual,First Owner,7,1997,120.00,15.40
Mahindra XUV500 W10 2WD,2017,1250000,Diesel,60000,Individual,Manual,First Owner,7,2179,140.00,16.00
Tata Hexa XM,2017,1251000,Diesel,35000,Individual,Manual,First Owner,7,2179,153.86,17.60
Honda City i-DTEC VX,2017,1300000,Diesel,30000,Individual,Manual,First Owner,5,1498,97.90,25.60
Isuzu D-Max V-Cross 4X4,2017,1250000,Diesel,56800,Individual,Manual,First Owner,5,2499,134.00,12.40
Tata Hexa XT,2017,1282000,Diesel,45000,Individual,Manual,First Owner,7,2179,153.86,17.60
Mahindra Scorpio 1.99 S10,2017,1300000,Diesel,50000,Individual,Manual,Second Owner,7,1997,120.00,15.40
Tata Hexa XTA,2017,1295000,Diesel,58000,Dealer,Automatic,First Owner,7,2179,153.86,17.60
Tata Hexa XTA,2017,1300000,Diesel,40000,Individual,Automatic,First Owner,7,2179,153.86,17.60
Jeep Compass 2.0 Limited Option,2017,1325000,Diesel,30000,Individual,Manual,First Owner,5,1956,170.00,17.10
Mahindra XUV500 W10 2WD,2017,1325000,Diesel,54000,Individual,Manual,First Owner,7,2179,140.00,16.00
Chevrolet Spark 1.0 LT,2016,160000,Petrol,50000,Individual,Manual,Second Owner,5,995,62.10,16.20
Datsun GO D,2016,150000,Petrol,42000,Individual,Manual,First Owner,5,1198,67.00,20.63
Maruti Omni E MPI STD BS IV,2016,190000,Petrol,70000,Individual,Manual,Second Owner,8,796,34.20,16.80
Maruti Omni E MPI STD BS IV,2016,190000,Petrol,80000,Individual,Manual,Second Owner,8,796,34.20,16.80
Datsun RediGO T Option,2016,200000,Petrol,35000,Individual,Manual,First Owner,5,799,53.64,22.70
Maruti Omni E MPI STD BS IV,2016,210000,Petrol,60000,Individual,Manual,First Owner,8,796,34.20,16.80
Tata Nano XTA,2016,220000,Petrol,22000,Individual,Automatic,First Owner,4,624,37.48,21.90
Maruti Omni E MPI STD BS IV,2016,220000,Petrol,35000,Individual,Manual,First Owner,8,796,34.20,16.80
Maruti Omni E MPI STD BS IV,2016,220000,Petrol,90000,Individual,Manual,First Owner,8,796,34.20,16.80
Maruti Omni E 8 Str STD,2016,220000,Petrol,46702,Dealer,Manual,First Owner,8,796,34.20,16.80
Maruti Omni E 8 Str STD,2016,220000,Petrol,46706,Dealer,Manual,First Owner,8,796,34.20,16.80
Maruti Alto 800 Base,2016,220000,Petrol,40000,Individual,Manual,First Owner,5,796,47.30,22.74
Renault KWID RXL,2016,220000,Petrol,90000,Individual,Manual,First Owner,5,799,53.30,25.17
Hyundai EON D Lite Plus Option,2016,220000,Petrol,100000,Individual,Manual,First Owner,5,814,55.20,21.10
Chevrolet Beat Diesel LT Option,2016,215000,Diesel,60000,Individual,Manual,Second Owner,5,936,56.30,25.44
Maruti Alto 800 LXI,2016,225000,Petrol,35000,Individual,Manual,Second Owner,5,796,47.30,22.74
Renault KWID RXL,2016,229999,Petrol,40000,Individual,Manual,First Owner,5,799,53.30,25.17
Renault KWID 1.0,2016,220000,Petrol,20000,Individual,Manual,First Owner,5,999,67.00,23.01
Tata Indica V2 eLS,2016,200000,Diesel,110000,Individual,Manual,Second Owner,5,1396,69.00,25.00
Chevrolet Beat LT,2016,210000,Petrol,50000,Individual,Manual,First Owner,5,1199,76.80,18.60
Maruti Swift VDI Deca,2016,210000,Diesel,210000,Individual,Manual,First Owner,5,1248,74.00,25.20
Maruti Omni MPI STD BSIV,2016,240000,Petrol,40000,Individual,Manual,First Owner,5,796,34.20,16.80
Maruti Alto 800 VXI,2016,240000,Petrol,50000,Individual,Manual,First Owner,5,796,47.30,22.74
Maruti Alto 800 LXI,2016,240000,Petrol,50000,Individual,Manual,First Owner,5,796,47.30,22.74
Maruti Alto 800 LXI,2016,240000,Petrol,35000,Individual,Manual,Second Owner,5,796,47.30,22.74
Renault KWID RXT,2016,240000,Petrol,59300,Individual,Manual,First Owner,5,799,53.30,25.17
Renault KWID RXT,2016,240000,Petrol,45000,Individual,Manual,Second Owner,5,799,53.30,25.17
Maruti Alto 800 LXI,2016,245000,Petrol,50000,Individual,Manual,First Owner,5,796,47.30,22.74
Renault KWID 1.0 RXT Optional,2016,235000,Petrol,60000,Individual,Manual,First Owner,5,999,67.00,23.01
Maruti Alto 800 LXI,2016,250000,Petrol,20000,Individual,Manual,First Owner,5,796,47.30,22.74
Maruti Alto 800 LXI Optional,2016,250000,Petrol,50000,Individual,Manual,Second Owner,5,796,47.30,24.70
Renault KWID RXT Optional,2016,250000,Petrol,22000,Individual,Manual,First Owner,5,799,53.30,25.17
Renault KWID RXT Optional,2016,250000,Petrol,41000,Individual,Manual,First Owner,5,799,53.30,25.17
Hyundai EON Era Plus,2016,250000,Petrol,110000,Individual,Manual,First Owner,5,814,55.20,21.10
Maruti Alto 800 LXI,2016,252000,Petrol,30000,Individual,Manual,First Owner,5,796,47.30,22.74
Renault KWID RXT,2016,254999,Petrol,30000,Individual,Manual,Third Owner,5,799,53.30,25.17
Maruti Alto 800 LXI,2016,260000,Petrol,65000,Individual,Manual,Second Owner,5,796,47.30,22.74
Datsun RediGO T Option,2016,260000,Petrol,35000,Individual,Manual,First Owner,5,799,53.64,22.70
Renault KWID RXT,2016,260000,Petrol,60000,Individual,Manual,First Owner,5,799,53.30,25.17
Renault KWID RXT,2016,260000,Petrol,30000,Individual,Manual,First Owner,5,799,53.30,25.17
Renault KWID RXL,2016,260000,Petrol,80000,Individual,Manual,First Owner,5,799,53.30,25.17
Maruti Alto K10 VXI,2016,250000,Petrol,20000,Individual,Manual,Second Owner,5,998,67.05,23.95
Renault KWID RXT,2016,261000,Petrol,90000,Individual,Manual,First Owner,5,799,53.30,25.17
Maruti Alto 800 VXI,2016,262000,Petrol,50000,Individual,Manual,First Owner,5,796,47.30,22.74
Renault KWID RXT,2016,265000,Petrol,50000,Individual,Manual,First Owner,5,799,53.30,25.17
Maruti Alto 800 VXI,2016,270000,Petrol,50000,Individual,Manual,First Owner,5,796,47.30,22.74
Maruti Alto 800 LXI,2016,270000,Petrol,60000,Individual,Manual,Second Owner,5,796,47.30,22.74
Maruti Alto 800 LXI,2016,270000,Petrol,35000,Individual,Manual,First Owner,5,796,47.30,22.74
Renault KWID RXT,2016,270000,Petrol,44000,Individual,Manual,First Owner,5,799,53.30,25.17
Hyundai EON D Lite Plus,2016,270000,Petrol,7672,Individual,Manual,First Owner,5,814,55.20,21.10
Maruti Alto K10 VXI,2016,260000,Petrol,120000,Individual,Manual,First Owner,5,998,67.05,23.95
Chevrolet Sail 1.3 LS,2016,250000,Diesel,60000,Individual,Manual,Second Owner,5,1248,74.00,22.10
Maruti Alto 800 LXI BSIV,2016,275000,Petrol,38000,Dealer,Manual,First Owner,5,796,47.30,24.70
Tata Tiago 1.2 Revotron XE,2016,252999,Petrol,45775,Dealer,Manual,First Owner,5,1199,84.00,23.84
Renault KWID RXT Optional,2016,275000,Petrol,60000,Individual,Manual,First Owner,5,799,53.30,25.17
Hyundai EON Magna Plus,2016,275000,Petrol,47000,Dealer,Manual,First Owner,5,814,55.20,21.10
Hyundai EON Era Plus,2016,275000,Petrol,49200,Individual,Manual,First Owner,5,814,55.20,21.10
Maruti Alto K10 VXI,2016,265000,Petrol,110000,Individual,Manual,First Owner,5,998,67.05,23.95
Maruti Alto 800 VXI,2016,280000,Petrol,30000,Individual,Manual,Second Owner,5,796,47.30,22.74
Hyundai EON Era Plus,2016,280000,Petrol,19000,Individual,Manual,First Owner,5,814,55.20,21.10
Hyundai EON Era Plus,2016,280000,Petrol,60000,Individual,Manual,First Owner,5,814,55.20,21.10
Renault KWID 1.0,2016,270000,Petrol,30000,Individual,Manual,Third Owner,5,999,67.00,23.01
Fiat Punto Pure 1.2L FIRE,2016,265000,Petrol,33003,Individual,Manual,First Owner,5,1172,67.00,15.70
Maruti Celerio LDi,2016,285000,Diesel,70000,Individual,Manual,First Owner,5,793,47.00,27.62
Hyundai EON 1.0 Era Plus,2016,276000,Petrol,60000,Individual,Manual,First Owner,5,998,68.05,20.30
Maruti Alto 800 LX,2016,290000,Petrol,15000,Individual,Manual,First Owner,5,796,47.30,22.74
Renault KWID RXT,2016,290000,Petrol,10000,Individual,Manual,First Owner,5,799,53.30,25.17
Hyundai EON 1.0 Magna Plus Option O,2016,280000,Petrol,100000,Individual,Manual,First Owner,5,998,68.05,20.30
Maruti Eeco 7 Seater Standard BSIV,2016,270000,Petrol,100000,Individual,Manual,Third Owner,7,1196,73.00,15.37
Tata Indigo CS LX (TDI) BS-III,2016,260000,Diesel,60000,Individual,Manual,First Owner,5,1405,69.01,19.09
Maruti Ritz LXi,2016,270000,Petrol,82000,Individual,Manual,Third Owner,5,1197,85.80,18.50
Renault KWID RXT Optional,2016,295000,Petrol,60000,Individual,Manual,First Owner,5,799,53.30,25.17
Datsun GO A Petrol,2016,275000,Petrol,49000,Dealer,Manual,First Owner,5,1198,67.05,19.02
Maruti Alto K10 VXI,2016,285000,Petrol,75000,Individual,Manual,First Owner,5,998,67.05,23.95
